"BZD-intermediate","1.15 (0.55 to  2.42)",".",".","5.22 (1.47 to 18.55)",".",".","0.93 (0.50 to  1.72)",".",".",".","0.67 (0.22 to  2.03)","0.17 (0.05 to  0.68)",".","1.15 (0.55 to  2.44)","1.35 (0.28 to  6.56)"
"1.09 (0.59 to  2.02)","BZD-short",".",".",".",".",".","1.05 (0.57 to  1.92)",".",".",".",".",".","1.91 (0.74 to  4.93)","1.00 (0.48 to  2.11)","."
"1.10 (0.64 to  1.91)","1.01 (0.55 to  1.83)","daridorexant",".",".",".",".","1.26 (0.92 to  1.74)",".",".",".",".",".",".","0.86 (0.41 to  1.81)","."
"1.52 (0.86 to  2.69)","1.39 (0.75 to  2.58)","1.38 (0.87 to  2.18)","doxepin",".",".",".","0.90 (0.63 to  1.28)","0.79 (0.41 to  1.55)",".",".",".",".",".",".","."
"0.97 (0.59 to  1.60)","0.89 (0.51 to  1.57)","0.88 (0.59 to  1.31)","0.64 (0.42 to  0.98)","eszopiclone",".",".","1.53 (1.19 to  1.98)",".",".",".",".",".",".",".","0.86 (0.50 to  1.46)"
"0.88 (0.51 to  1.53)","0.81 (0.45 to  1.46)","0.80 (0.52 to  1.24)","0.58 (0.37 to  0.92)","0.91 (0.61 to  1.35)","lemborexant",".","1.73 (1.24 to  2.40)",".",".",".",".",".",".","0.75 (0.46 to  1.24)","."
"1.24 (0.70 to  2.21)","1.13 (0.61 to  2.11)","1.13 (0.71 to  1.79)","0.82 (0.50 to  1.33)","1.27 (0.83 to  1.96)","1.40 (0.88 to  2.24)","melatonin","1.11 (0.78 to  1.58)",".",".",".",".",".",".",".","."
"1.38 (0.87 to  2.18)","1.26 (0.75 to  2.11)","1.25 (0.92 to  1.70)","0.91 (0.64 to  1.27)","1.41 (1.10 to  1.81)","1.56 (1.15 to  2.12)","1.11 (0.78 to  1.58)","placebo","0.90 (0.74 to  1.09)","1.88 (0.92 to  3.88)","1.00 (0.70 to  1.44)","0.63 (0.31 to  1.30)","0.93 (0.25 to  3.55)","1.29 (0.98 to  1.71)","0.73 (0.61 to  0.87)","."
"1.23 (0.75 to  2.02)","1.13 (0.65 to  1.95)","1.12 (0.78 to  1.60)","0.81 (0.56 to  1.18)","1.27 (0.93 to  1.73)","1.39 (0.97 to  2.00)","0.99 (0.67 to  1.48)","0.90 (0.74 to  1.08)","ramelteon",".",".",".",".",".",".","."
"2.20 (1.03 to  4.68)","2.01 (0.91 to  4.42)","1.99 (1.01 to  3.93)","1.45 (0.72 to  2.90)","2.26 (1.17 to  4.35)","2.49 (1.27 to  4.88)","1.77 (0.88 to  3.57)","1.60 (0.87 to  2.93)","1.78 (0.94 to  3.37)","seltorexant",".",".",".",".","0.55 (0.26 to  1.13)","."
"1.38 (0.77 to  2.48)","1.26 (0.68 to  2.37)","1.25 (0.78 to  2.01)","0.91 (0.55 to  1.49)","1.42 (0.92 to  2.20)","1.57 (0.98 to  2.51)","1.11 (0.68 to  1.84)","1.00 (0.70 to  1.44)","1.12 (0.75 to  1.68)","0.63 (0.31 to  1.27)","suvorexant",".",".",".",".","."
"0.88 (0.46 to  1.69)","0.81 (0.38 to  1.70)","0.80 (0.42 to  1.53)","0.58 (0.30 to  1.13)","0.90 (0.49 to  1.68)","1.00 (0.52 to  1.90)","0.71 (0.36 to  1.39)","0.64 (0.36 to  1.13)","0.71 (0.39 to  1.30)","0.40 (0.18 to  0.92)","0.64 (0.32 to  1.25)","trazodone",".",".","0.92 (0.43 to  1.96)","."
"0.49 (0.15 to  1.60)","0.45 (0.13 to  1.59)","0.44 (0.13 to  1.50)","0.32 (0.09 to  1.10)","0.50 (0.15 to  1.67)","0.55 (0.16 to  1.87)","0.39 (0.11 to  1.35)","0.36 (0.11 to  1.16)","0.40 (0.12 to  1.31)","0.22 (0.06 to  0.84)","0.35 (0.10 to  1.21)","0.56 (0.15 to  2.02)","trimipramine",".",".","."
"1.59 (0.96 to  2.63)","1.45 (0.85 to  2.49)","1.44 (0.98 to  2.12)","1.05 (0.69 to  1.58)","1.63 (1.16 to  2.30)","1.80 (1.23 to  2.63)","1.28 (0.84 to  1.96)","1.15 (0.91 to  1.46)","1.29 (0.95 to  1.74)","0.72 (0.38 to  1.37)","1.15 (0.75 to  1.77)","1.80 (0.98 to  3.32)","3.25 (0.98 to 10.82)","zaleplon","0.78 (0.57 to  1.05)","."
"1.01 (0.63 to  1.62)","0.92 (0.55 to  1.56)","0.92 (0.65 to  1.29)","0.66 (0.46 to  0.97)","1.04 (0.77 to  1.40)","1.14 (0.82 to  1.59)","0.81 (0.55 to  1.20)","0.73 (0.62 to  0.87)","0.82 (0.64 to  1.05)","0.46 (0.25 to  0.84)","0.73 (0.49 to  1.08)","1.15 (0.65 to  2.04)","2.07 (0.63 to  6.79)","0.64 (0.50 to  0.81)","zolpidem","."
"0.88 (0.45 to  1.72)","0.80 (0.38 to  1.70)","0.79 (0.42 to  1.50)","0.58 (0.30 to  1.11)","0.90 (0.54 to  1.50)","0.99 (0.52 to  1.88)","0.71 (0.37 to  1.37)","0.64 (0.36 to  1.11)","0.71 (0.39 to  1.28)","0.40 (0.17 to  0.91)","0.63 (0.33 to  1.23)","1.00 (0.45 to  2.19)","1.79 (0.49 to  6.54)","0.55 (0.30 to  1.01)","0.87 (0.49 to  1.55)","zopiclone"
