"BZD-intermediate","0.20 (-0.97 to  1.37)","0.67 (-0.53 to  1.87)",".",".",".",".",".","-0.69 (-1.45 to  0.07)",".",".",".",".",".","."
"-0.05 (-0.69 to  0.59)","BZD-long","0.03 (-0.44 to  0.49)",".",".",".",".",".","0.05 (-0.51 to  0.61)",".",".",".",".",".","0.08 (-1.19 to  1.35)"
"0.16 (-0.46 to  0.77)","0.21 (-0.20 to  0.62)","BZD-short",".",".",".",".",".","-0.38 (-0.80 to  0.04)",".",".",".",".","-0.55 (-1.12 to  0.02)","."
"0.06 (-0.56 to  0.67)","0.11 (-0.36 to  0.57)","-0.10 (-0.51 to  0.31)","daridorexant",".",".",".",".","-0.40 (-0.60 to -0.21)",".",".",".",".","-0.23 (-0.63 to  0.18)","."
"0.04 (-0.61 to  0.69)","0.09 (-0.43 to  0.61)","-0.12 (-0.59 to  0.35)","-0.02 (-0.36 to  0.33)","doxepin",".",".",".","-0.42 (-0.71 to -0.13)",".",".",".",".",".","."
"-0.07 (-0.70 to  0.57)","-0.02 (-0.52 to  0.48)","-0.22 (-0.67 to  0.22)","-0.12 (-0.44 to  0.19)","-0.11 (-0.49 to  0.28)","eszopiclone",".",".","-0.31 (-0.57 to -0.06)",".",".",".",".",".","."
"0.15 (-0.48 to  0.78)","0.20 (-0.29 to  0.69)","-0.01 (-0.44 to  0.43)","0.09 (-0.21 to  0.40)","0.11 (-0.27 to  0.49)","0.22 (-0.14 to  0.57)","lemborexant",".","-0.53 (-0.80 to -0.26)",".",".",".",".","-0.24 (-0.56 to  0.09)","."
"-0.64 (-1.54 to  0.26)","-0.59 (-1.40 to  0.22)","-0.80 (-1.58 to -0.02)","-0.70 (-1.41 to  0.01)","-0.68 (-1.42 to  0.06)","-0.57 (-1.31 to  0.16)","-0.79 (-1.52 to -0.06)","melatonin","0.26 (-0.42 to  0.94)",".",".",".",".",".","."
"-0.38 (-0.96 to  0.20)","-0.33 (-0.76 to  0.10)","-0.54 (-0.91 to -0.17)","-0.44 (-0.63 to -0.25)","-0.42 (-0.71 to -0.13)","-0.31 (-0.57 to -0.06)","-0.53 (-0.77 to -0.29)","0.26 (-0.42 to  0.94)","placebo","-0.10 (-0.47 to  0.27)","0.33 (-0.06 to  0.73)","0.42 ( 0.18 to  0.67)","0.13 (-0.36 to  0.62)","0.35 ( 0.20 to  0.49)","0.58 (-0.26 to  1.42)"
"-0.48 (-1.17 to  0.21)","-0.43 (-1.00 to  0.14)","-0.64 (-1.16 to -0.11)","-0.54 (-0.95 to -0.12)","-0.52 (-0.99 to -0.05)","-0.41 (-0.86 to  0.04)","-0.63 (-1.07 to -0.18)","0.16 (-0.62 to  0.94)","-0.10 (-0.47 to  0.27)","ramelteon",".",".",".",".","."
"-0.02 (-0.69 to  0.65)","0.03 (-0.51 to  0.57)","-0.18 (-0.67 to  0.32)","-0.07 (-0.46 to  0.31)","-0.06 (-0.50 to  0.39)","0.05 (-0.37 to  0.47)","-0.17 (-0.57 to  0.24)","0.62 (-0.14 to  1.39)","0.36 ( 0.03 to  0.70)","0.46 (-0.04 to  0.96)","seltorexant",".",".","-0.06 (-0.46 to  0.33)","."
"0.04 (-0.59 to  0.67)","0.09 (-0.40 to  0.59)","-0.11 (-0.56 to  0.33)","-0.01 (-0.32 to  0.30)","0.00 (-0.38 to  0.38)","0.11 (-0.25 to  0.46)","-0.11 (-0.45 to  0.24)","0.68 (-0.04 to  1.41)","0.42 ( 0.18 to  0.67)","0.52 ( 0.08 to  0.97)","0.06 (-0.35 to  0.48)","suvorexant",".",".","."
"-0.25 (-1.01 to  0.51)","-0.20 (-0.85 to  0.45)","-0.41 (-1.02 to  0.21)","-0.31 (-0.83 to  0.22)","-0.29 (-0.86 to  0.28)","-0.18 (-0.74 to  0.37)","-0.40 (-0.95 to  0.15)","0.39 (-0.45 to  1.23)","0.13 (-0.36 to  0.62)","0.23 (-0.39 to  0.85)","-0.23 (-0.83 to  0.36)","-0.29 (-0.84 to  0.26)","zaleplon",".","."
"-0.05 (-0.65 to  0.54)","-0.00 (-0.44 to  0.44)","-0.21 (-0.59 to  0.17)","-0.11 (-0.33 to  0.11)","-0.09 (-0.41 to  0.23)","0.02 (-0.28 to  0.31)","-0.20 (-0.45 to  0.05)","0.59 (-0.11 to  1.29)","0.33 ( 0.19 to  0.47)","0.43 ( 0.03 to  0.83)","-0.03 (-0.37 to  0.30)","-0.09 (-0.38 to  0.19)","0.20 (-0.31 to  0.71)","zolpidem","."
"0.15 (-0.75 to  1.05)","0.20 (-0.56 to  0.96)","-0.01 (-0.78 to  0.76)","0.09 (-0.65 to  0.83)","0.11 (-0.66 to  0.88)","0.21 (-0.54 to  0.97)","-0.00 (-0.75 to  0.75)","0.79 (-0.20 to  1.77)","0.53 (-0.18 to  1.24)","0.63 (-0.18 to  1.43)","0.17 (-0.62 to  0.95)","0.10 (-0.65 to  0.86)","0.40 (-0.47 to  1.26)","0.20 (-0.53 to  0.92)","zopiclone"
